Resultados para a variável: Pw
Pw : Size=576, Index=i*t
    (15, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (16, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (16, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (16, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (16, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (16, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (16, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (16, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (16, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (16, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (16, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (17, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (17, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (17, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (17, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (17, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (17, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (17, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (17, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (17, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (17, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (18, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (18, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (18, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (18, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (18, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (18, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (18, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (18, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (18, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (18, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (19, 1) :     0 : 0.11800000000000006 : 0.11800000000000006 : False : False : NonNegativeReals
     (19, 2) :     0 : 0.13000000000000006 : 0.13000000000000006 : False : False : NonNegativeReals
     (19, 3) :     0 :  0.1759999999999995 :  0.1759999999999995 : False : False : NonNegativeReals
     (19, 4) :     0 : 0.38800000000000046 : 0.38800000000000046 : False : False : NonNegativeReals
     (19, 5) :     0 :  0.5419999999999995 :  0.5419999999999995 : False : False : NonNegativeReals
     (19, 6) :     0 :  0.8500000000000004 :  0.8500000000000004 : False : False : NonNegativeReals
     (19, 7) :     0 :  0.9760000000000004 :  0.9760000000000004 : False : False : NonNegativeReals
     (19, 8) :     0 :  0.8500000000000004 :  0.8500000000000004 : False : False : NonNegativeReals
     (19, 9) :     0 :               0.726 :               0.726 : False : False : NonNegativeReals
    (19, 10) :     0 :  0.8220000000000001 :  0.8220000000000001 : False : False : NonNegativeReals
    (19, 11) :     0 :  1.1359999999999995 :  1.1359999999999995 : False : False : NonNegativeReals
    (19, 12) :     0 :  1.0660000000000005 :  1.0660000000000005 : False : False : NonNegativeReals
    (19, 13) :     0 :  1.3060000000000005 :  1.3060000000000005 : False : False : NonNegativeReals
    (19, 14) :     0 :  1.3980000000000001 :  1.3980000000000001 : False : False : NonNegativeReals
    (19, 15) :     0 :  1.4500000000000006 :  1.4500000000000006 : False : False : NonNegativeReals
    (19, 16) :     0 :                 1.5 :                 1.5 : False : False : NonNegativeReals
    (19, 17) :     0 :  1.1135508156655383 :  1.3039999999999994 : False : False : NonNegativeReals
    (19, 18) :     0 :  0.9979999999999996 :  0.9979999999999996 : False : False : NonNegativeReals
    (19, 19) :     0 :  0.9840000000000001 :  0.9840000000000001 : False : False : NonNegativeReals
    (19, 20) :     0 :  0.8419999999999994 :  0.8419999999999994 : False : False : NonNegativeReals
    (19, 21) :     0 :  0.8479999999999995 :  0.8479999999999995 : False : False : NonNegativeReals
    (19, 22) :     0 :  0.8340000000000001 :  0.8340000000000001 : False : False : NonNegativeReals
    (19, 23) :     0 :   1.056276587841664 :  1.0859999999999999 : False : False : NonNegativeReals
    (19, 24) :     0 :                1.26 :                1.26 : False : False : NonNegativeReals
     (20, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (20, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (20, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (20, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (20, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (20, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (20, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (20, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (20, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (20, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (21, 1) :     0 :  0.0786666666666667 :  0.0786666666666667 : False : False : NonNegativeReals
     (21, 2) :     0 :  0.0866666666666667 :  0.0866666666666667 : False : False : NonNegativeReals
     (21, 3) :     0 : 0.11733333333333301 : 0.11733333333333301 : False : False : NonNegativeReals
     (21, 4) :     0 :   0.258666666666667 :   0.258666666666667 : False : False : NonNegativeReals
     (21, 5) :     0 : 0.36133333333333295 : 0.36133333333333295 : False : False : NonNegativeReals
     (21, 6) :     0 :   0.566666666666667 :   0.566666666666667 : False : False : NonNegativeReals
     (21, 7) :     0 :   0.650666666666667 :   0.650666666666667 : False : False : NonNegativeReals
     (21, 8) :     0 :   0.566666666666667 :   0.566666666666667 : False : False : NonNegativeReals
     (21, 9) :     0 :               0.484 :               0.484 : False : False : NonNegativeReals
    (21, 10) :     0 :               0.548 :               0.548 : False : False : NonNegativeReals
    (21, 11) :     0 :   0.757333333333333 :   0.757333333333333 : False : False : NonNegativeReals
    (21, 12) :     0 :   0.710666666666667 :   0.710666666666667 : False : False : NonNegativeReals
    (21, 13) :     0 :   0.870666666666667 :   0.870666666666667 : False : False : NonNegativeReals
    (21, 14) :     0 :               0.932 :               0.932 : False : False : NonNegativeReals
    (21, 15) :     0 :   0.966666666666667 :   0.966666666666667 : False : False : NonNegativeReals
    (21, 16) :     0 :                 1.0 :                 1.0 : False : False : NonNegativeReals
    (21, 17) :     0 :  0.6737668432748037 :   0.869333333333333 : False : False : NonNegativeReals
    (21, 18) :     0 :   0.665333333333333 :   0.665333333333333 : False : False : NonNegativeReals
    (21, 19) :     0 :  0.6560000000000001 :  0.6560000000000001 : False : False : NonNegativeReals
    (21, 20) :     0 :   0.561333333333333 :   0.561333333333333 : False : False : NonNegativeReals
    (21, 21) :     0 :   0.565333333333333 :   0.565333333333333 : False : False : NonNegativeReals
    (21, 22) :     0 :               0.556 :               0.556 : False : False : NonNegativeReals
    (21, 23) :     0 :  0.6939978320826485 :  0.7239999999999999 : False : False : NonNegativeReals
    (21, 24) :     0 :                0.84 :                0.84 : False : False : NonNegativeReals
     (22, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (22, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (22, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (22, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (22, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (22, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (22, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (22, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (22, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (22, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (23, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (23, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (23, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (23, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (23, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (23, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (23, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (23, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (23, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (23, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (24, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (24, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (24, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (24, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (24, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (24, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (24, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (24, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (24, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (24, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
