4 6   0.95 
4 7   0.99 
4 8   3.31 
4 9  13.13 
4 10   5.03 
4 11   8.54 
4 12   4.68 
4 13  13.21 
4 14   4.70 
4 15   3.83 
4 16   8.42 
4 17   5.59 
4 18   2.57 
4 19   5.79 
4 20   7.50 
4 21   3.02 
4 22   6.08 
4 23  13.19 
4 24   7.68 
5 1   7.24 
5 2   3.86 
5 3   3.18 
5 4   0.96 
5 5   5.50 
5 6   0.95 
5 7   0.99 
5 8   3.31 
5 9  13.13 
5 10   1.09 
5 11   2.83 
5 12   6.64 
5 13   8.70 
5 14   5.51 
5 15  15.86 
5 16  12.76 
5 17  11.69 
5 18   7.72 
5 19   0.46 
5 20   5.50 
5 21   2.33 
5 22   3.53 
5 23   5.49 
5 24  10.56 
;


param load1 := 
1 1   0.89 
1 2   1.04 
1 3   0.89 
1 4   0.85 
1 5   0.98 
1 6   1.11 
1 7   0.90 
1 8   0.75 
1 9   1.25 
1 10   1.03 
1 11   0.77 
1 12   1.01 
1 13   1.01 
1 14   0.98 
1 15   1.14 
1 16   1.05 
1 17   0.75 
1 18   0.77 
1 19   0.89 
1 20   0.76 
1 21   0.91 
1 22   1.16 
1 23   0.81 
1 24   0.99 
2 1   0.89 
2 2   1.04 
2 3   0.89 
2 4   0.94 
2 5   1.16 
2 6   1.16 
2 7   1.00 
2 8   0.80 
2 9   1.02 
2 10   0.87 
2 11   1.03 
2 12   1.05 
2 13   0.92 
2 14   1.04 
2 15   1.03 
2 16   0.76 
2 17   1.07 
2 18   0.98 
2 19   1.29 
2 20   0.90 
2 21   0.95 
2 22   0.78 
2 23   0.87 
2 24   0.86 
3 1   0.89 
3 2   1.04 
3 3   0.89 
3 4   0.94 
3 5   1.16 
3 6   1.16 
3 7   1.00 
3 8   0.80 
3 9   1.02 
3 10   0.87 
3 11   1.03 
3 12   1.05 
3 13   0.92 
3 14   1.04 
3 15   1.03 
3 16   0.76 
3 17   1.07 
3 18   0.98 
3 19   1.29 
3 20   0.90 
3 21   0.95 
3 22   0.75 
3 23   0.93 
3 24   1.24 
4 1   0.89 
4 2   1.04 
4 3   0.89 
4 4   0.85 
4 5   0.98 
4 6   1.11 
4 7   0.90 
4 8   0.75 
4 9   1.25 
4 10   1.03 
4 11   0.77 
4 12   1.01 
4 13   1.01 
4 14   0.98 
4 15   1.14 
4 16   1.11 
4 17   0.84 
4 18   0.96 
4 19   0.96 
4 20   1.01 
4 21   0.84 
4 22   1.01 
4 23   0.87 
4 24   1.11 
5 1   0.89 
5 2   1.04 
5 3   0.89 
5 4   0.85 
5 5   0.98 
5 6   1.11 
5 7   0.90 
5 8   0.75 
5 9   1.25 
5 10   0.99 
5 11   0.84 
5 12   1.04 
5 13   0.87 
5 14   0.98 
5 15   0.93 
5 16   0.93 
5 17   0.99 
5 18   1.16 
5 19   0.84 
5 20   0.74 
5 21   0.97 
5 22   0.99 
5 23   1.02 
5 24   1.18 
;


param load2 := 
1 1   1.01 
1 2   0.96 
1 3   0.93 
1 4   0.92 
1 5   0.97 
1 6   0.99 
1 7   0.92 
1 8   1.05 
1 9   1.09 
1 10   1.01 
1 11   0.99 
1 12   1.02 
1 13   0.96 
1 14   0.99 
1 15   1.03 
1 16   1.01 
1 17   0.98 
1 18   1.04 
1 19   1.00 
1 20   1.08 
1 21   1.04 
1 22   1.11 
1 23   1.00 
1 24   1.06 
2 1   1.01 
2 2   0.96 
2 3   0.93 
2 4   1.00 
2 5   0.96 
2 6   0.95 
2 7   1.03 
2 8   1.00 
2 9   0.95 
2 10   1.00 
2 11   0.99 
2 12   0.99 
2 13   1.02 
2 14   0.97 
2 15   1.04 
2 16   1.03 
2 17   1.06 
2 18   1.05 
2 19   0.96 
2 20   0.93 
2 21   0.96 
2 22   0.96 
2 23   0.99 
2 24   0.95 
3 1   1.01 
3 2   0.96 
3 3   0.93 
3 4   1.00 
3 5   0.96 
3 6   0.95 
3 7   1.03 
3 8   1.00 
3 9   0.95 
3 10   1.00 
3 11   0.99 
3 12   0.99 
3 13   1.02 
3 14   0.97 
3 15   1.04 
3 16   1.03 
3 17   1.06 
3 18   1.05 
3 19   0.96 
3 20   0.93 
3 21   0.96 
3 22   0.93 
3 23   1.04 
3 24   0.95 
4 1   1.01 
4 2   0.96 
4 3   0.93 
4 4   0.92 
4 5   0.97 
4 6   0.99 
4 7   0.92 
4 8   1.05 
4 9   1.09 
4 10   1.01 
4 11   0.99 
4 12   1.02 
4 13   0.96 
4 14   0.99 
4 15   1.03 
4 16   0.98 
4 17   0.94 
4 18   1.07 
4 19   1.03 
4 20   1.02 
4 21   1.00 
4 22   1.00 
4 23   0.96 
4 24   0.96 
5 1   1.01 
5 2   0.96 
5 3   0.93 
5 4   0.92 
5 5   0.97 
5 6   0.99 
5 7   0.92 
5 8   1.05 
5 9   1.09 
5 10   1.00 
5 11   0.97 
5 12   1.06 
5 13   1.01 
5 14   0.99 
5 15   1.09 
5 16   0.97 
5 17   1.07 
5 18   0.97 
5 19   0.99 
5 20   1.03 
5 21   0.98 
5 22   1.06 
5 23   1.02 
5 24   1.00 
;


param solar := 
1 1   0.00 
1 2   0.00 
1 3   0.00 
1 4   0.00 
1 5   0.00 
1 6   0.00 
1 7   0.00 
1 8   0.18 
1 9   0.40 
1 10   0.73 
1 11   0.82 
1 12   1.08 
1 13   0.98 
1 14   0.99 
1 15   0.78 
1 16   0.67 
1 17   0.41 
1 18   0.19 
1 19   0.00 
1 20   0.00 
1 21   0.00 
1 22   0.00 
1 23   0.00 
1 24   0.00 
2 1   0.00 
2 2   0.00 
2 3   0.00 
2 4   0.00 
2 5   0.00 
2 6   0.00 
2 7   0.00 
2 8   0.17 
2 9   0.47 
2 10   0.66 
2 11   1.08 
2 12   0.90 
2 13   0.96 
2 14   0.79 
2 15   0.83 
2 16   0.67 
2 17   0.49 
2 18   0.16 
2 19   0.00 
2 20   0.00 
2 21   0.00 
2 22   0.00 
2 23   0.00 
2 24   0.00 
3 1   0.00 
3 2   0.00 
3 3   0.00 
3 4   0.00 
3 5   0.00 
3 6   0.00 
3 7   0.00 
3 8   0.17 
3 9   0.47 
3 10   0.66 
3 11   1.08 
3 12   0.90 
3 13   0.96 
3 14   0.79 
3 15   0.83 
3 16   0.67 
3 17   0.49 
3 18   0.16 
3 19   0.00 
3 20   0.00 
3 21   0.00 
3 22   0.00 
3 23   0.00 
3 24   0.00 
4 1   0.00 
4 2   0.00 
4 3   0.00 
4 4   0.00 
4 5   0.00 
4 6   0.00 
4 7   0.00 
4 8   0.18 
4 9   0.40 
4 10   0.73 
4 11   0.82 
4 12   1.08 
4 13   0.98 
4 14   0.99 
4 15   0.78 
4 16   0.68 
4 17   0.37 
4 18   0.16 
4 19   0.00 
4 20   0.00 
4 21   0.00 
4 22   0.00 
4 23   0.00 
4 24   0.00 
5 1   0.00 
5 2   0.00 
5 3   0.00 
5 4   0.00 
5 5   0.00 
5 6   0.00 
5 7   0.00 
5 8   0.18 
5 9   0.40 
5 10   0.71 
5 11   0.74 
5 12   0.93 
5 13   0.98 
5 14   1.00 
5 15   0.91 
5 16   0.56 
5 17   0.39 
5 18   0.17 
5 19   0.00 
5 20   0.00 
5 21   0.00 
5 22   0.00 
5 23   0.00 
5 24   0.00 
;


param probability := 
1 1 0.20000 
1 2 0.20000 
1 3 0.20000 
1 4 0.15250 
1 5 0.15250 
1 6 0.15250 
1 7 0.15250 
1 8 0.15250 
1 9 0.15250 
1 10 0.13000 
1 11 0.13000 
1 12 0.13000 
1 13 0.13000 
1 14 0.13000 
1 15 0.13000 
1 16 0.10000 
1 17 0.10000 
1 18 0.10000 
1 19 0.10000 
1 20 0.10000 
1 21 0.10000 
1 22 0.10000 
1 23 0.10000 
1 24 0.10000 
2 1 0.20000 
2 2 0.20000 
2 3 0.20000 
2 4 0.15250 
2 5 0.15250 
2 6 0.15250 
2 7 0.15250 
2 8 0.15250 
2 9 0.15250 
2 10 0.13000 
2 11 0.13000 
2 12 0.13000 
2 13 0.13000 
2 14 0.13000 
2 15 0.13000 
2 16 0.19500 
2 17 0.19500 
2 18 0.19500 
2 19 0.19500 
2 20 0.19500 
2 21 0.19500 
2 22 0.09000 
2 23 0.09000 
2 24 0.09000 
3 1 0.20000 
3 2 0.20000 
3 3 0.20000 
3 4 0.39000 
3 5 0.39000 
3 6 0.39000 
3 7 0.39000 
3 8 0.39000 
3 9 0.39000 
3 10 0.13000 
3 11 0.13000 
3 12 0.13000 
3 13 0.13000 
3 14 0.13000 
3 15 0.13000 
3 16 0.19500 
3 17 0.19500 
3 18 0.19500 
3 19 0.19500 
3 20 0.19500 
3 21 0.19500 
3 22 0.30000 
3 23 0.30000 
3 24 0.30000 
4 1 0.20000 
4 2 0.20000 
4 3 0.20000 
4 4 0.15250 
4 5 0.15250 
4 6 0.15250 
4 7 0.15250 
4 8 0.15250 
4 9 0.15250 
4 10 0.39000 
4 11 0.39000 
4 12 0.39000 
4 13 0.39000 
4 14 0.39000 
4 15 0.39000 
4 16 0.29000 
4 17 0.29000 
4 18 0.29000 
4 19 0.29000 
4 20 0.29000 
4 21 0.29000 
4 22 0.29000 
4 23 0.29000 
4 24 0.29000 
5 1 0.20000 
5 2 0.20000 
5 3 0.20000 
5 4 0.15250 
5 5 0.15250 
5 6 0.15250 
5 7 0.15250 
5 8 0.15250 
5 9 0.15250 
5 10 0.22000 
5 11 0.22000 
5 12 0.22000 
5 13 0.22000 
5 14 0.22000 
5 15 0.22000 
5 16 0.22000 
5 17 0.22000 
5 18 0.22000 
5 19 0.22000 
5 20 0.22000 
5 21 0.22000 
5 22 0.22000 
5 23 0.22000 
5 24 0.22000 
;


;
