Resultados para a variável: V
V : Size=576, Index=i*t
      (7, 4) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
      (7, 5) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
      (7, 6) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
      (7, 7) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
      (7, 8) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
      (7, 9) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 10) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 11) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 12) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 13) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 14) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 15) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 16) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 17) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 18) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 19) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 20) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 21) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 22) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 23) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
     (7, 24) :   0.9 : 1.0292232416298996 :   1.1 : False : False :  Reals
      (8, 1) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
      (8, 2) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
      (8, 3) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
      (8, 4) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
      (8, 5) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
      (8, 6) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
      (8, 7) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
      (8, 8) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
      (8, 9) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 10) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 11) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 12) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 13) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 14) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 15) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 16) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 17) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 18) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 19) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 20) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 21) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 22) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 23) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
     (8, 24) :   0.9 : 1.0291883025765296 :   1.1 : False : False :  Reals
      (9, 1) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
      (9, 2) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
      (9, 3) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
      (9, 4) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
      (9, 5) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
      (9, 6) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
      (9, 7) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
      (9, 8) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
      (9, 9) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 10) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 11) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 12) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 13) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 14) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 15) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 16) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 17) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 18) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 19) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 20) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 21) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 22) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 23) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (9, 24) :   0.9 : 1.0322960873321776 :   1.1 : False : False :  Reals
     (10, 1) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
     (10, 2) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
     (10, 3) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
     (10, 4) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
     (10, 5) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
     (10, 6) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
     (10, 7) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
     (10, 8) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
     (10, 9) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 10) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 11) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 12) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 13) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 14) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 15) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 16) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 17) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 18) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 19) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 20) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 21) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 22) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 23) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
    (10, 24) :   0.9 : 1.0256051919089453 :   1.1 : False : False :  Reals
     (11, 1) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
     (11, 2) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
     (11, 3) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
     (11, 4) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
     (11, 5) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
     (11, 6) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
     (11, 7) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
     (11, 8) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
     (11, 9) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 10) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 11) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 12) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 13) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 14) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 15) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 16) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 17) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 18) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 19) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 20) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 21) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 22) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 23) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
    (11, 24) :   0.9 : 1.0328413700478625 :   1.1 : False : False :  Reals
     (12, 1) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
     (12, 2) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
     (12, 3) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
     (12, 4) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
     (12, 5) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
     (12, 6) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
     (12, 7) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
     (12, 8) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
     (12, 9) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 10) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 11) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 12) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 13) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 14) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 15) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 16) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 17) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 18) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 19) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 20) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 21) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 22) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 23) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
    (12, 24) :   0.9 :  1.033928439821147 :   1.1 : False : False :  Reals
     (13, 1) : 1.035 :              1.035 : 1.035 : False : False :  Reals
     (13, 2) : 1.035 :              1.035 : 1.035 : False : False :  Reals
     (13, 3) : 1.035 :              1.035 : 1.035 : False : False :  Reals
     (13, 4) : 1.035 :              1.035 : 1.035 : False : False :  Reals
     (13, 5) : 1.035 :              1.035 : 1.035 : False : False :  Reals
     (13, 6) : 1.035 :              1.035 : 1.035 : False : False :  Reals
     (13, 7) : 1.035 :              1.035 : 1.035 : False : False :  Reals
     (13, 8) : 1.035 :              1.035 : 1.035 : False : False :  Reals
     (13, 9) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 10) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 11) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 12) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 13) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 14) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 15) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 16) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 17) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 18) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 19) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 20) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 21) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 22) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 23) : 1.035 :              1.035 : 1.035 : False : False :  Reals
    (13, 24) : 1.035 :              1.035 : 1.035 : False : False :  Reals
     (14, 1) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
     (14, 2) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
     (14, 3) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
     (14, 4) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
     (14, 5) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
     (14, 6) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
     (14, 7) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
     (14, 8) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
     (14, 9) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 10) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 11) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 12) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 13) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 14) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 15) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 16) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 17) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 18) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 19) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 20) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 21) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 22) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 23) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
    (14, 24) :   0.9 : 1.0296648844705822 :   1.1 : False : False :  Reals
     (15, 1) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
     (15, 2) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
     (15, 3) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
     (15, 4) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
     (15, 5) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
     (15, 6) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
     (15, 7) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
     (15, 8) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
     (15, 9) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
    (15, 10) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
    (15, 11) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
    (15, 12) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
    (15, 13) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
    (15, 14) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
    (15, 15) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
    (15, 16) :   0.9 : 1.0274625073242294 :   1.1 : False : False :  Reals
