Resultados para a variável: V
V : Size=576, Index=i*t
     (2, 17) :   0.9 : 1.0000766859740564 :   1.1 : False : False :  Reals
     (2, 18) :   0.9 :  1.004306807786532 :   1.1 : False : False :  Reals
     (2, 19) :   0.9 : 1.0040205295593905 :   1.1 : False : False :  Reals
     (2, 20) :   0.9 :  1.007102294792202 :   1.1 : False : False :  Reals
     (2, 21) :   0.9 : 1.0048048988493359 :   1.1 : False : False :  Reals
     (2, 22) :   0.9 :  1.001947355288565 :   1.1 : False : False :  Reals
     (2, 23) :   0.9 : 0.9871852356661257 :   1.1 : False : False :  Reals
     (2, 24) :   0.9 : 0.9649166780164272 :   1.1 : False : False :  Reals
      (3, 1) :   0.9 :  0.981057814065023 :   1.1 : False : False :  Reals
      (3, 2) :   0.9 : 0.9828669238161479 :   1.1 : False : False :  Reals
      (3, 3) :   0.9 : 0.9827868161101873 :   1.1 : False : False :  Reals
      (3, 4) :   0.9 : 0.9817976102043244 :   1.1 : False : False :  Reals
      (3, 5) :   0.9 : 0.9808474089365313 :   1.1 : False : False :  Reals
      (3, 6) :   0.9 : 0.9775885262923534 :   1.1 : False : False :  Reals
      (3, 7) :   0.9 : 0.9754768994061366 :   1.1 : False : False :  Reals
      (3, 8) :   0.9 : 0.9780431951125086 :   1.1 : False : False :  Reals
      (3, 9) :   0.9 : 0.9792338540222428 :   1.1 : False : False :  Reals
     (3, 10) :   0.9 : 0.9767298759066231 :   1.1 : False : False :  Reals
     (3, 11) :   0.9 :   0.97289402130837 :   1.1 : False : False :  Reals
     (3, 12) :   0.9 : 0.9725515952772465 :   1.1 : False : False :  Reals
     (3, 13) :   0.9 : 0.9667876591651343 :   1.1 : False : False :  Reals
     (3, 14) :   0.9 : 0.9618269471523611 :   1.1 : False : False :  Reals
     (3, 15) :   0.9 :  0.954557520297568 :   1.1 : False : False :  Reals
     (3, 16) :   0.9 : 0.9373852122442357 :   1.1 : False : False :  Reals
     (3, 17) :   0.9 :  0.966745607402545 :   1.1 : False : False :  Reals
     (3, 18) :   0.9 : 0.9625381327118165 :   1.1 : False : False :  Reals
     (3, 19) :   0.9 : 0.9627060462226431 :   1.1 : False : False :  Reals
     (3, 20) :   0.9 : 0.9672611203355508 :   1.1 : False : False :  Reals
     (3, 21) :   0.9 : 0.9705122512924899 :   1.1 : False : False :  Reals
     (3, 22) :   0.9 : 0.9742190593416584 :   1.1 : False : False :  Reals
     (3, 23) :   0.9 : 0.9728736878968113 :   1.1 : False : False :  Reals
     (3, 24) :   0.9 : 0.9666837327943516 :   1.1 : False : False :  Reals
      (4, 1) :   0.9 : 0.9784315885566369 :   1.1 : False : False :  Reals
      (4, 2) :   0.9 :  0.978475327826202 :   1.1 : False : False :  Reals
      (4, 3) :   0.9 : 0.9791409493192232 :   1.1 : False : False :  Reals
      (4, 4) :   0.9 : 0.9787504674237067 :   1.1 : False : False :  Reals
      (4, 5) :   0.9 : 0.9782548953069855 :   1.1 : False : False :  Reals
      (4, 6) :   0.9 : 0.9746674810511058 :   1.1 : False : False :  Reals
      (4, 7) :   0.9 : 0.9713787272316644 :   1.1 : False : False :  Reals
      (4, 8) :   0.9 : 0.9739349314341376 :   1.1 : False : False :  Reals
      (4, 9) :   0.9 :  0.974246437475067 :   1.1 : False : False :  Reals
     (4, 10) :   0.9 : 0.9727400782597794 :   1.1 : False : False :  Reals
     (4, 11) :   0.9 : 0.9675264588535862 :   1.1 : False : False :  Reals
     (4, 12) :   0.9 : 0.9698688890384225 :   1.1 : False : False :  Reals
     (4, 13) :   0.9 : 0.9639547133485419 :   1.1 : False : False :  Reals
     (4, 14) :   0.9 :  0.955057628350864 :   1.1 : False : False :  Reals
     (4, 15) :   0.9 : 0.9491436297875705 :   1.1 : False : False :  Reals
     (4, 16) :   0.9 : 0.9346074423634044 :   1.1 : False : False :  Reals
     (4, 17) :   0.9 : 0.9710136859655262 :   1.1 : False : False :  Reals
     (4, 18) :   0.9 : 0.9680731870493039 :   1.1 : False : False :  Reals
     (4, 19) :   0.9 : 0.9685389929833669 :   1.1 : False : False :  Reals
     (4, 20) :   0.9 : 0.9711619098354595 :   1.1 : False : False :  Reals
     (4, 21) :   0.9 : 0.9721829346770132 :   1.1 : False : False :  Reals
     (4, 22) :   0.9 : 0.9740916762267454 :   1.1 : False : False :  Reals
     (4, 23) :   0.9 :  0.970785164385683 :   1.1 : False : False :  Reals
     (4, 24) :   0.9 : 0.9600050737352267 :   1.1 : False : False :  Reals
      (5, 1) :   0.9 : 0.9799742351881506 :   1.1 : False : False :  Reals
      (5, 2) :   0.9 : 0.9794686047451502 :   1.1 : False : False :  Reals
      (5, 3) :   0.9 : 0.9799366777556449 :   1.1 : False : False :  Reals
      (5, 4) :   0.9 : 0.9790764074475952 :   1.1 : False : False :  Reals
      (5, 5) :   0.9 : 0.9781139076676486 :   1.1 : False : False :  Reals
      (5, 6) :   0.9 : 0.9734485538283031 :   1.1 : False : False :  Reals
      (5, 7) :   0.9 : 0.9697611114449898 :   1.1 : False : False :  Reals
      (5, 8) :   0.9 : 0.9731895849964199 :   1.1 : False : False :  Reals
      (5, 9) :   0.9 :  0.974338801594675 :   1.1 : False : False :  Reals
     (5, 10) :   0.9 : 0.9734624125115762 :   1.1 : False : False :  Reals
     (5, 11) :   0.9 : 0.9674863324970626 :   1.1 : False : False :  Reals
     (5, 12) :   0.9 : 0.9706172020765447 :   1.1 : False : False :  Reals
     (5, 13) :   0.9 : 0.9638342633076763 :   1.1 : False : False :  Reals
     (5, 14) :   0.9 : 0.9532316211446913 :   1.1 : False : False :  Reals
     (5, 15) :   0.9 : 0.9466255912178138 :   1.1 : False : False :  Reals
     (5, 16) :   0.9 : 0.9311629786493898 :   1.1 : False : False :  Reals
     (5, 17) :   0.9 : 0.9730736860856904 :   1.1 : False : False :  Reals
     (5, 18) :   0.9 : 0.9714405765412175 :   1.1 : False : False :  Reals
     (5, 19) :   0.9 : 0.9718013717419635 :   1.1 : False : False :  Reals
     (5, 20) :   0.9 : 0.9742634520683902 :   1.1 : False : False :  Reals
     (5, 21) :   0.9 :  0.974547923719309 :   1.1 : False : False :  Reals
     (5, 22) :   0.9 : 0.9755367724998363 :   1.1 : False : False :  Reals
     (5, 23) :   0.9 : 0.9704956353327746 :   1.1 : False : False :  Reals
     (5, 24) :   0.9 : 0.9577441941262111 :   1.1 : False : False :  Reals
      (6, 1) :   0.9 : 1.0139989392569042 :   1.1 : False : False :  Reals
      (6, 2) :   0.9 : 1.0156541582083336 :   1.1 : False : False :  Reals
      (6, 3) :   0.9 : 1.0176612055670438 :   1.1 : False : False :  Reals
      (6, 4) :   0.9 :  1.019219810767077 :   1.1 : False : False :  Reals
      (6, 5) :   0.9 : 1.0203685386419796 :   1.1 : False : False :  Reals
      (6, 6) :   0.9 :  1.019520772011632 :   1.1 : False : False :  Reals
      (6, 7) :   0.9 : 1.0166646972942177 :   1.1 : False : False :  Reals
      (6, 8) :   0.9 : 1.0168084452342343 :   1.1 : False : False :  Reals
      (6, 9) :   0.9 :  1.013869238476427 :   1.1 : False : False :  Reals
     (6, 10) :   0.9 : 1.0099095643604963 :   1.1 : False : False :  Reals
     (6, 11) :   0.9 : 1.0059192204104654 :   1.1 : False : False :  Reals
     (6, 12) :   0.9 :  1.006691870647183 :   1.1 : False : False :  Reals
     (6, 13) :   0.9 : 1.0027754338832369 :   1.1 : False : False :  Reals
     (6, 14) :   0.9 : 0.9972923149246289 :   1.1 : False : False :  Reals
     (6, 15) :   0.9 : 0.9930834230999249 :   1.1 : False : False :  Reals
     (6, 16) :   0.9 : 0.9807239105063432 :   1.1 : False : False :  Reals
     (6, 17) :   0.9 :  1.006546822967562 :   1.1 : False : False :  Reals
     (6, 18) :   0.9 : 0.9998235787937502 :   1.1 : False : False :  Reals
     (6, 19) :   0.9 : 1.0007840760624773 :   1.1 : False : False :  Reals
     (6, 20) :   0.9 : 1.0034072925478947 :   1.1 : False : False :  Reals
     (6, 21) :   0.9 : 1.0058782119203906 :   1.1 : False : False :  Reals
     (6, 22) :   0.9 :  1.010163587564837 :   1.1 : False : False :  Reals
     (6, 23) :   0.9 :  1.011821918405828 :   1.1 : False : False :  Reals
     (6, 24) :   0.9 :  1.004756259777105 :   1.1 : False : False :  Reals
      (7, 1) :   0.9 : 1.0188738380684386 :   1.1 : False : False :  Reals
      (7, 2) :   0.9 : 1.0202524555165235 :   1.1 : False : False :  Reals
      (7, 3) :   0.9 : 1.0221608266569637 :   1.1 : False : False :  Reals
      (7, 4) :   0.9 : 1.0313692860049788 :   1.1 : False : False :  Reals
      (7, 5) :   0.9 : 1.0413161472023647 :   1.1 : False : False :  Reals
      (7, 6) :   0.9 : 1.0633932805492514 :   1.1 : False : False :  Reals
      (7, 7) :   0.9 : 1.0701897045305462 :   1.1 : False : False :  Reals
      (7, 8) :   0.9 : 1.0581269020278348 :   1.1 : False : False :  Reals
      (7, 9) :   0.9 : 1.0441763758644829 :   1.1 : False : False :  Reals
     (7, 10) :   0.9 : 1.0435049179394105 :   1.1 : False : False :  Reals
     (7, 11) :   0.9 : 1.0607666844745272 :   1.1 : False : False :  Reals
     (7, 12) :   0.9 : 1.0541684261314057 :   1.1 : False : False :  Reals
     (7, 13) :   0.9 : 1.0692415915163613 :   1.1 : False : False :  Reals
     (7, 14) :   0.9 : 1.0778325862742628 :   1.1 : False : False :  Reals
     (7, 15) :   0.9 : 1.0810728920169677 :   1.1 : False : False :  Reals
     (7, 16) :   0.9 : 1.0894053405493647 :   1.1 : False : False :  Reals
     (7, 17) :   0.9 : 1.0611913363040764 :   1.1 : False : False :  Reals
     (7, 18) :   0.9 :  1.062615615515432 :   1.1 : False : False :  Reals
     (7, 19) :   0.9 : 1.0630263791010046 :   1.1 : False : False :  Reals
     (7, 20) :   0.9 : 1.0500291720942547 :   1.1 : False : False :  Reals
     (7, 21) :   0.9 :  1.045808581568816 :   1.1 : False : False :  Reals
     (7, 22) :   0.9 : 1.0419813008587937 :   1.1 : False : False :  Reals
     (7, 23) :   0.9 : 1.0643302095404024 :   1.1 : False : False :  Reals
     (7, 24) :   0.9 : 1.0790694303424142 :   1.1 : False : False :  Reals
      (8, 1) :   0.9 : 0.9867754428058853 :   1.1 : False : False :  Reals
      (8, 2) :   0.9 : 0.9905511736694761 :   1.1 : False : False :  Reals
      (8, 3) :   0.9 : 0.9962777891545517 :   1.1 : False : False :  Reals
      (8, 4) :   0.9 :  1.016006629893572 :   1.1 : False : False :  Reals
      (8, 5) :   0.9 : 1.0319310136520663 :   1.1 : False : False :  Reals
      (8, 6) :   0.9 : 1.0624945487087833 :   1.1 : False : False :  Reals
      (8, 7) :   0.9 :   1.07217667054492 :   1.1 : False : False :  Reals
      (8, 8) :   0.9 : 1.0573918728953107 :   1.1 : False : False :  Reals
      (8, 9) :   0.9 : 1.0397038577250415 :   1.1 : False : False :  Reals
     (8, 10) :   0.9 : 1.0414186512801205 :   1.1 : False : False :  Reals
     (8, 11) :   0.9 :  1.067530292659781 :   1.1 : False : False :  Reals
     (8, 12) :   0.9 : 1.0591433272367308 :   1.1 : False : False :  Reals
     (8, 13) :   0.9 : 1.0799621829612707 :   1.1 : False : False :  Reals
     (8, 14) :   0.9 :  1.089810390508071 :   1.1 : False : False :  Reals
     (8, 15) :   0.9 : 1.0934861258599065 :   1.1 : False : False :  Reals
     (8, 16) :   0.9 : 1.0968031601744297 :   1.1 : False : False :  Reals
     (8, 17) :   0.9 :  1.054894518099636 :   1.1 : False : False :  Reals
     (8, 18) :   0.9 : 1.0542779362834267 :   1.1 : False : False :  Reals
     (8, 19) :   0.9 :  1.054372555281676 :   1.1 : False : False :  Reals
     (8, 20) :   0.9 : 1.0403367303660225 :   1.1 : False : False :  Reals
     (8, 21) :   0.9 :   1.03999917441218 :   1.1 : False : False :  Reals
     (8, 22) :   0.9 : 1.0400985208463351 :   1.1 : False : False :  Reals
     (8, 23) :   0.9 : 1.0688843888278865 :   1.1 : False : False :  Reals
     (8, 24) :   0.9 : 1.0873905904176677 :   1.1 : False : False :  Reals
      (9, 1) :   0.9 : 0.9795856546341468 :   1.1 : False : False :  Reals
      (9, 2) :   0.9 : 0.9811417054915077 :   1.1 : False : False :  Reals
      (9, 3) :   0.9 :  0.982306590483632 :   1.1 : False : False :  Reals
      (9, 4) :   0.9 : 0.9847964356924087 :   1.1 : False : False :  Reals
      (9, 5) :   0.9 : 0.9869021664387208 :   1.1 : False : False :  Reals
      (9, 6) :   0.9 : 0.9899205005991578 :   1.1 : False : False :  Reals
      (9, 7) :   0.9 : 0.9898430643110487 :   1.1 : False : False :  Reals
      (9, 8) :   0.9 : 0.9885100223747874 :   1.1 : False : False :  Reals
      (9, 9) :   0.9 : 0.9856831986777095 :   1.1 : False : False :  Reals
     (9, 10) :   0.9 : 0.9837957484134083 :   1.1 : False : False :  Reals
     (9, 11) :   0.9 : 0.9851964280614008 :   1.1 : False : False :  Reals
     (9, 12) :   0.9 : 0.9838223575517239 :   1.1 : False : False :  Reals
     (9, 13) :   0.9 : 0.9836102825950598 :   1.1 : False : False :  Reals
     (9, 14) :   0.9 : 0.9823171596287716 :   1.1 : False : False :  Reals
     (9, 15) :   0.9 :   0.97913687704027 :   1.1 : False : False :  Reals
     (9, 16) :   0.9 : 0.9703557929495119 :   1.1 : False : False :  Reals
     (9, 17) :   0.9 : 0.9797319832636642 :   1.1 : False : False :  Reals
     (9, 18) :   0.9 : 0.9755017404080658 :   1.1 : False : False :  Reals
     (9, 19) :   0.9 : 0.9758618282971627 :   1.1 : False : False :  Reals
     (9, 20) :   0.9 : 0.9767254668408719 :   1.1 : False : False :  Reals
     (9, 21) :   0.9 : 0.9791683166997845 :   1.1 : False : False :  Reals
     (9, 22) :   0.9 :   0.98231511741525 :   1.1 : False : False :  Reals
     (9, 23) :   0.9 : 0.9866444910452761 :   1.1 : False : False :  Reals
     (9, 24) :   0.9 : 0.9857479838409839 :   1.1 : False : False :  Reals
     (10, 1) :   0.9 :  0.967979796804528 :   1.1 : False : False :  Reals
     (10, 2) :   0.9 :  0.969559825047578 :   1.1 : False : False :  Reals
     (10, 3) :   0.9 : 0.9711849869569122 :   1.1 : False : False :  Reals
     (10, 4) :   0.9 : 0.9738690822218452 :   1.1 : False : False :  Reals
     (10, 5) :   0.9 : 0.9760405314876706 :   1.1 : False : False :  Reals
     (10, 6) :   0.9 :  0.978592643312079 :   1.1 : False : False :  Reals
     (10, 7) :   0.9 : 0.9779561809494829 :   1.1 : False : False :  Reals
     (10, 8) :   0.9 : 0.9766862504170428 :   1.1 : False : False :  Reals
     (10, 9) :   0.9 : 0.9733641262406868 :   1.1 : False : False :  Reals
    (10, 10) :   0.9 : 0.9709312829548953 :   1.1 : False : False :  Reals
    (10, 11) :   0.9 : 0.9713776332734891 :   1.1 : False : False :  Reals
    (10, 12) :   0.9 : 0.9705328698264853 :   1.1 : False : False :  Reals
    (10, 13) :   0.9 : 0.9699085243626402 :   1.1 : False : False :  Reals
    (10, 14) :   0.9 : 0.9677749867073991 :   1.1 : False : False :  Reals
    (10, 15) :   0.9 : 0.9647059611779243 :   1.1 : False : False :  Reals
    (10, 16) :   0.9 : 0.9559654939295592 :   1.1 : False : False :  Reals
    (10, 17) :   0.9 : 0.9682507581441201 :   1.1 : False : False :  Reals
    (10, 18) :   0.9 : 0.9636981167378336 :   1.1 : False : False :  Reals
    (10, 19) :   0.9 : 0.9642346950331118 :   1.1 : False : False :  Reals
    (10, 20) :   0.9 : 0.9649378209325672 :   1.1 : False : False :  Reals
    (10, 21) :   0.9 : 0.9670108492516635 :   1.1 : False : False :  Reals
    (10, 22) :   0.9 : 0.9701403105434866 :   1.1 : False : False :  Reals
    (10, 23) :   0.9 : 0.9743170238448687 :   1.1 : False : False :  Reals
    (10, 24) :   0.9 : 0.9721820342909835 :   1.1 : False : False :  Reals
     (11, 1) :   0.9 : 0.9817520559845068 :   1.1 : False : False :  Reals
     (11, 2) :   0.9 : 0.9826669496204293 :   1.1 : False : False :  Reals
     (11, 3) :   0.9 : 0.9837650239762805 :   1.1 : False : False :  Reals
     (11, 4) :   0.9 : 0.9852828796687302 :   1.1 : False : False :  Reals
     (11, 5) :   0.9 : 0.9864483010004558 :   1.1 : False : False :  Reals
     (11, 6) :   0.9 : 0.9875997012700102 :   1.1 : False : False :  Reals
     (11, 7) :   0.9 : 0.9870810846578293 :   1.1 : False : False :  Reals
     (11, 8) :   0.9 : 0.9863799024841718 :   1.1 : False : False :  Reals
     (11, 9) :   0.9 : 0.9845043045523345 :   1.1 : False : False :  Reals
    (11, 10) :   0.9 : 0.9829119867703924 :   1.1 : False : False :  Reals
    (11, 11) :   0.9 : 0.9829389256050116 :   1.1 : False : False :  Reals
    (11, 12) :   0.9 : 0.9824847483310394 :   1.1 : False : False :  Reals
    (11, 13) :   0.9 : 0.9819415595490872 :   1.1 : False : False :  Reals
    (11, 14) :   0.9 : 0.9807644058561812 :   1.1 : False : False :  Reals
    (11, 15) :   0.9 : 0.9789658503506091 :   1.1 : False : False :  Reals
    (11, 16) :   0.9 : 0.9729547901566435 :   1.1 : False : False :  Reals
    (11, 17) :   0.9 : 0.9817811053120343 :   1.1 : False : False :  Reals
    (11, 18) :   0.9 : 0.9785284761152685 :   1.1 : False : False :  Reals
    (11, 19) :   0.9 : 0.9788705033946496 :   1.1 : False : False :  Reals
    (11, 20) :   0.9 : 0.9794327016389351 :   1.1 : False : False :  Reals
    (11, 21) :   0.9 : 0.9806209567796523 :   1.1 : False : False :  Reals
    (11, 22) :   0.9 : 0.9824197611108524 :   1.1 : False : False :  Reals
    (11, 23) :   0.9 : 0.9848003824047605 :   1.1 : False : False :  Reals
    (11, 24) :   0.9 :  0.983451818862169 :   1.1 : False : False :  Reals
     (12, 1) :   0.9 : 0.9857830724178622 :   1.1 : False : False :  Reals
     (12, 2) :   0.9 : 0.9863029448257546 :   1.1 : False : False :  Reals
     (12, 3) :   0.9 : 0.9869642581501006 :   1.1 : False : False :  Reals
     (12, 4) :   0.9 : 0.9881834037108729 :   1.1 : False : False :  Reals
     (12, 5) :   0.9 : 0.9891830723277766 :   1.1 : False : False :  Reals
     (12, 6) :   0.9 : 0.9904617124397753 :   1.1 : False : False :  Reals
     (12, 7) :   0.9 :  0.990256324872817 :   1.1 : False : False :  Reals
     (12, 8) :   0.9 : 0.9897051817770754 :   1.1 : False : False :  Reals
     (12, 9) :   0.9 : 0.9883343939349173 :   1.1 : False : False :  Reals
    (12, 10) :   0.9 : 0.9875189439940301 :   1.1 : False : False :  Reals
    (12, 11) :   0.9 : 0.9879698089496715 :   1.1 : False : False :  Reals
    (12, 12) :   0.9 :  0.987631390645485 :   1.1 : False : False :  Reals
    (12, 13) :   0.9 : 0.9873588750015198 :   1.1 : False : False :  Reals
    (12, 14) :   0.9 : 0.9860780350696152 :   1.1 : False : False :  Reals
    (12, 15) :   0.9 : 0.9843570209619446 :   1.1 : False : False :  Reals
    (12, 16) :   0.9 : 0.9790903211522985 :   1.1 : False : False :  Reals
    (12, 17) :   0.9 :  0.986829871089957 :   1.1 : False : False :  Reals
    (12, 18) :   0.9 :  0.984782921650529 :   1.1 : False : False :  Reals
    (12, 19) :   0.9 : 0.9850150471989761 :   1.1 : False : False :  Reals
    (12, 20) :   0.9 : 0.9852237650074148 :   1.1 : False : False :  Reals
    (12, 21) :   0.9 : 0.9860465667209859 :   1.1 : False : False :  Reals
    (12, 22) :   0.9 : 0.9872482875715268 :   1.1 : False : False :  Reals
    (12, 23) :   0.9 : 0.9890020886279552 :   1.1 : False : False :  Reals
    (12, 24) :   0.9 : 0.9878094054463149 :   1.1 : False : False :  Reals
     (13, 1) :     1 :                1.0 :     1 : False : False :  Reals
     (13, 2) :     1 :                1.0 :     1 : False : False :  Reals
     (13, 3) :     1 :                1.0 :     1 : False : False :  Reals
     (13, 4) :     1 :                1.0 :     1 : False : False :  Reals
     (13, 5) :     1 :                1.0 :     1 : False : False :  Reals
     (13, 6) :     1 :                1.0 :     1 : False : False :  Reals
     (13, 7) :     1 :                1.0 :     1 : False : False :  Reals
     (13, 8) :     1 :                1.0 :     1 : False : False :  Reals
     (13, 9) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 10) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 11) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 12) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 13) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 14) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 15) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 16) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 17) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 18) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 19) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 20) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 21) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 22) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 23) :     1 :                1.0 :     1 : False : False :  Reals
    (13, 24) :     1 :                1.0 :     1 : False : False :  Reals
     (14, 1) :   0.9 : 0.9785527760298999 :   1.1 : False : False :  Reals
     (14, 2) :   0.9 : 0.9795080585998247 :   1.1 : False : False :  Reals
     (14, 3) :   0.9 : 0.9806785461205255 :   1.1 : False : False :  Reals
     (14, 4) :   0.9 : 0.9818930763275051 :   1.1 : False : False :  Reals
     (14, 5) :   0.9 : 0.9826881019797734 :   1.1 : False : False :  Reals
     (14, 6) :   0.9 : 0.9828573733913111 :   1.1 : False : False :  Reals
     (14, 7) :   0.9 : 0.9819594620429004 :   1.1 : False : False :  Reals
     (14, 8) :   0.9 : 0.9818143120107949 :   1.1 : False : False :  Reals
     (14, 9) :   0.9 :  0.980463832339941 :   1.1 : False : False :  Reals
    (14, 10) :   0.9 : 0.9786370537970129 :   1.1 : False : False :  Reals
    (14, 11) :   0.9 :  0.977987278447601 :   1.1 : False : False :  Reals
    (14, 12) :   0.9 : 0.9776369019365977 :   1.1 : False : False :  Reals
    (14, 13) :   0.9 : 0.9761659521434225 :   1.1 : False : False :  Reals
    (14, 14) :   0.9 : 0.9742947241803992 :   1.1 : False : False :  Reals
    (14, 15) :   0.9 : 0.9714168723582559 :   1.1 : False : False :  Reals
    (14, 16) :   0.9 : 0.9616143268788613 :   1.1 : False : False :  Reals
    (14, 17) :   0.9 : 0.9767692270451066 :   1.1 : False : False :  Reals
    (14, 18) :   0.9 : 0.9724083228060512 :   1.1 : False : False :  Reals
    (14, 19) :   0.9 : 0.9727930356813853 :   1.1 : False : False :  Reals
    (14, 20) :   0.9 : 0.9741580159366138 :   1.1 : False : False :  Reals
    (14, 21) :   0.9 :  0.975751944889144 :   1.1 : False : False :  Reals
    (14, 22) :   0.9 :  0.977908837122396 :   1.1 : False : False :  Reals
    (14, 23) :   0.9 : 0.9796393061713253 :   1.1 : False : False :  Reals
    (14, 24) :   0.9 : 0.9772904153587767 :   1.1 : False : False :  Reals
     (15, 1) :   0.9 : 0.9974557384913026 :   1.1 : False : False :  Reals
     (15, 2) :   0.9 : 0.9972725131208768 :   1.1 : False : False :  Reals
     (15, 3) :   0.9 : 0.9969515425620058 :   1.1 : False : False :  Reals
     (15, 4) :   0.9 : 0.9962047638304239 :   1.1 : False : False :  Reals
     (15, 5) :   0.9 : 0.9953437298338391 :   1.1 : False : False :  Reals
     (15, 6) :   0.9 : 0.9931459952579971 :   1.1 : False : False :  Reals
     (15, 7) :   0.9 : 0.9923491716688548 :   1.1 : False : False :  Reals
     (15, 8) :   0.9 :  0.994501779300851 :   1.1 : False : False :  Reals
     (15, 9) :   0.9 : 0.9963264680945227 :   1.1 : False : False :  Reals
    (15, 10) :   0.9 :  0.996751855328932 :   1.1 : False : False :  Reals
    (15, 11) :   0.9 : 0.9956617525525336 :   1.1 : False : False :  Reals
    (15, 12) :   0.9 :  0.996094166393024 :   1.1 : False : False :  Reals
    (15, 13) :   0.9 : 0.9933569623749094 :   1.1 : False : False :  Reals
    (15, 14) :   0.9 : 0.9891093663441157 :   1.1 : False : False :  Reals
    (15, 15) :   0.9 : 0.9837623998187109 :   1.1 : False : False :  Reals
    (15, 16) :   0.9 : 0.9685013438849829 :   1.1 : False : False :  Reals
    (15, 17) :   0.9 : 0.9950706548895981 :   1.1 : False : False :  Reals
    (15, 18) :   0.9 :   0.99536501045451 :   1.1 : False : False :  Reals
